alert_id,alert_date,ticker,alert_type,message
153,2026-04-14 11:20:20,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*ATGL.NS*\nPrice: ₹572.40\nRS Score: 15.63
154,2026-04-14 11:20:20,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*STYRENIX.NS*\nPrice: ₹2,149.50\nRS Score: 15.61"
155,2026-04-14 11:20:20,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*WABAG.NS*\nPrice: ₹1,355.30\nRS Score: 15.41"
156,2026-04-14 11:20:20,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*KIRLOSBROS.NS*\nPrice: ₹1,757.20\nRS Score: 15.24"
157,2026-04-15 11:19:22,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*YATHARTH.NS*\nPrice: ₹788.45\nRS Score: 17.12
158,2026-04-15 11:19:22,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*GRWRHITECH.NS*\nPrice: ₹4,014.70\nRS Score: 16.79"
159,2026-04-15 11:19:22,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ISGEC.NS*\nPrice: ₹1,042.35\nRS Score: 16.72"
160,2026-04-15 11:19:22,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*IMFA.NS*\nPrice: ₹1,417.00\nRS Score: 16.57"
161,2026-04-15 11:19:22,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*AZAD.NS*\nPrice: ₹1,836.40\nRS Score: 16.44"
162,2026-04-16 11:21:03,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*GMDCLTD.NS*\nPrice: ₹746.75\nRS Score: 35.15
163,2026-04-16 11:21:03,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SCI.NS*\nPrice: ₹288.93\nRS Score: 25.65
164,2026-04-16 11:21:03,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*IFCI.NS*\nPrice: ₹60.73\nRS Score: 18.15
165,2026-04-16 11:21:03,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*AMBER.NS*\nPrice: ₹7,714.50\nRS Score: 16.86"
166,2026-04-16 11:21:03,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*ENGINERSIN.NS*\nPrice: ₹228.32\nRS Score: 16.84
167,2026-04-17 11:14:00,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*NAVA.NS*\nPrice: ₹703.10\nRS Score: 24.25
168,2026-04-17 11:14:00,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*ABDL.NS*\nPrice: ₹573.80\nRS Score: 23.71
169,2026-04-17 11:14:00,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*PARAS.NS*\nPrice: ₹809.15\nRS Score: 21.95
170,2026-04-17 11:14:00,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*OSWALPUMPS.NS*\nPrice: ₹432.55\nRS Score: 21.51
171,2026-04-17 11:14:00,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*LLOYDSENGG.NS*\nPrice: ₹55.86\nRS Score: 21.21
172,2026-04-20 11:44:02,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*BHEL.NS*\nPrice: ₹325.63\nRS Score: 24.75
173,2026-04-20 11:44:02,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*DIACABS.NS*\nPrice: ₹160.76\nRS Score: 23.66
174,2026-04-20 11:44:02,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*CGPOWER.NS*\nPrice: ₹795.70\nRS Score: 22.71
175,2026-04-20 11:44:02,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*GOKEX.NS*\nPrice: ₹720.80\nRS Score: 21.32
176,2026-04-20 11:44:02,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*TECHNOE.NS*\nPrice: ₹1,264.25\nRS Score: 21.16"
177,2026-04-21 11:24:40,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SKIPPER.NS*\nPrice: ₹465.20\nRS Score: 26.1
178,2026-04-21 11:24:40,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*MAHABANK.NS*\nPrice: ₹80.18\nRS Score: 24.38
179,2026-04-21 11:24:40,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HEG.NS*\nPrice: ₹661.15\nRS Score: 23.84
180,2026-04-21 11:24:40,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*DEEPAKFERT.NS*\nPrice: ₹1,266.35\nRS Score: 22.44"
181,2026-04-21 11:24:40,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ENRIN.NS*\nPrice: ₹3,208.20\nRS Score: 22.03"
182,2026-04-22 11:23:05,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*ELECON.NS*\nPrice: ₹504.10\nRS Score: 27.19
183,2026-04-22 11:23:05,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SUNFLAG.NS*\nPrice: ₹297.31\nRS Score: 25.59
184,2026-04-22 11:23:05,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*NETWEB.NS*\nPrice: ₹4,019.60\nRS Score: 23.38"
185,2026-04-22 11:23:05,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*SIEMENS.NS*\nPrice: ₹3,844.30\nRS Score: 22.87"
186,2026-04-22 11:23:05,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*TIINDIA.NS*\nPrice: ₹3,024.40\nRS Score: 22.16"
187,2026-04-23 11:37:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*JSFB.NS*\nPrice: ₹468.90\nRS Score: 26.91
188,2026-04-23 11:37:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*DYNAMATECH.NS*\nPrice: ₹11,677.50\nRS Score: 24.8"
189,2026-04-23 11:37:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*OFSS.NS*\nPrice: ₹8,791.50\nRS Score: 24.34"
190,2026-04-23 11:37:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TIPSMUSIC.NS*\nPrice: ₹647.70\nRS Score: 23.84
191,2026-04-23 11:37:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*TORNTPOWER.NS*\nPrice: ₹1,737.00\nRS Score: 22.98"
192,2026-04-24 11:24:16,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*BBL.NS*\nPrice: ₹3,060.70\nRS Score: 25.29"
193,2026-04-24 11:24:16,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HSCL.NS*\nPrice: ₹566.15\nRS Score: 24.33
194,2026-04-24 11:24:16,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ASTRAMICRO.NS*\nPrice: ₹1,123.75\nRS Score: 24.04"
195,2026-04-24 11:24:16,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*GRSE.NS*\nPrice: ₹2,878.70\nRS Score: 23.38"
196,2026-04-24 11:24:16,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TRITURBINE.NS*\nPrice: ₹569.85\nRS Score: 22.24
197,2026-04-27 12:01:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TANLA.NS*\nPrice: ₹582.95\nRS Score: 36.2
198,2026-04-27 12:01:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SUZLON.NS*\nPrice: ₹56.93\nRS Score: 29.66
199,2026-04-27 12:01:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TARIL.NS*\nPrice: ₹342.65\nRS Score: 29.26
200,2026-04-27 12:01:29,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ANUP.NS*\nPrice: ₹2,215.50\nRS Score: 27.81"
201,2026-04-27 12:01:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*AARTIIND.NS*\nPrice: ₹488.75\nRS Score: 26.24
202,2026-04-28 12:04:05,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*COHANCE.NS*\nPrice: ₹493.30\nRS Score: 48.08
203,2026-04-28 12:04:05,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*UNIMECH.NS*\nPrice: ₹1,110.30\nRS Score: 37.64"
204,2026-04-28 12:04:05,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*EMIL.NS*\nPrice: ₹122.75\nRS Score: 36.08
205,2026-04-28 12:04:05,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HCC.NS*\nPrice: ₹22.40\nRS Score: 36.05
206,2026-04-28 12:04:05,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*JAIBALAJI.NS*\nPrice: ₹81.42\nRS Score: 28.42
207,2026-04-29 11:56:26,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*BANDHANBNK.NS*\nPrice: ₹198.30\nRS Score: 31.51
208,2026-04-29 11:56:26,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*COCHINSHIP.NS*\nPrice: ₹1,773.80\nRS Score: 25.97"
209,2026-04-29 11:56:26,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TRANSRAILL.NS*\nPrice: ₹608.40\nRS Score: 25.44
210,2026-04-29 11:56:26,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*PNBHOUSING.NS*\nPrice: ₹1,053.05\nRS Score: 25.15"
211,2026-04-29 11:56:26,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*INGERRAND.NS*\nPrice: ₹4,310.40\nRS Score: 24.69"
212,2026-04-30 11:55:54,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*CEMPRO.NS*\nPrice: ₹815.25\nRS Score: 40.95
213,2026-04-30 11:55:54,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*BALUFORGE.NS*\nPrice: ₹541.40\nRS Score: 34.0
214,2026-04-30 11:55:54,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*KSL.NS*\nPrice: ₹849.70\nRS Score: 30.33
215,2026-04-30 11:55:54,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*ADVENZYMES.NS*\nPrice: ₹347.70\nRS Score: 28.01
216,2026-04-30 11:55:54,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ADANIENT.NS*\nPrice: ₹2,408.40\nRS Score: 27.37"
217,2026-05-01 11:34:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*MANORAMA.NS*\nPrice: ₹1,509.00\nRS Score: 27.36"
218,2026-05-01 11:34:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*POWERMECH.NS*\nPrice: ₹2,481.80\nRS Score: 27.17"
219,2026-05-01 11:34:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*CESC.NS*\nPrice: ₹187.53\nRS Score: 25.01
220,2026-05-01 11:34:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*MANINFRA.NS*\nPrice: ₹120.35\nRS Score: 24.86
221,2026-05-01 11:34:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*MIDHANI.NS*\nPrice: ₹389.90\nRS Score: 24.62
222,2026-05-04 12:06:28,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*BALAMINES.NS*\nPrice: ₹1,455.50\nRS Score: 34.43"
223,2026-05-04 12:06:28,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*DBREALTY.NS*\nPrice: ₹124.28\nRS Score: 34.37
224,2026-05-04 12:06:28,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*RRKABEL.NS*\nPrice: ₹1,775.20\nRS Score: 31.88"
225,2026-05-04 12:06:28,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ONESOURCE.NS*\nPrice: ₹1,756.20\nRS Score: 27.83"
226,2026-05-04 12:06:28,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*CYIENTDLM.NS*\nPrice: ₹400.70\nRS Score: 27.69
227,2026-05-05 11:39:35,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*NEULANDLAB.NS*\nPrice: ₹16,204.00\nRS Score: 27.12"
228,2026-05-05 11:39:35,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*BLUEJET.NS*\nPrice: ₹490.65\nRS Score: 25.65
229,2026-05-05 11:39:35,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*VIJAYA.NS*\nPrice: ₹1,175.60\nRS Score: 25.33"
230,2026-05-05 11:39:35,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*PRUDENT.NS*\nPrice: ₹2,900.20\nRS Score: 24.33"
231,2026-05-05 11:39:35,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*OPTIEMUS.NS*\nPrice: ₹434.70\nRS Score: 23.56
232,2026-05-06 12:06:54,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*WOCKPHARMA.NS*\nPrice: ₹1,716.90\nRS Score: 27.42"
233,2026-05-06 12:06:54,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*NAM-INDIA.NS*\nPrice: ₹1,094.20\nRS Score: 25.43"
234,2026-05-06 12:06:54,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*INOXGREEN.NS*\nPrice: ₹194.18\nRS Score: 23.34
235,2026-05-06 12:06:54,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*RATNAMANI.NS*\nPrice: ₹2,737.00\nRS Score: 22.74"
236,2026-05-06 12:06:54,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ABREL.NS*\nPrice: ₹1,549.70\nRS Score: 22.69"
237,2026-05-07 12:06:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*GODREJIND.NS*\nPrice: ₹1,226.85\nRS Score: 32.94"
238,2026-05-07 12:06:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*CEIGALL.NS*\nPrice: ₹366.15\nRS Score: 28.93
239,2026-05-07 12:06:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*LXCHEM.NS*\nPrice: ₹163.92\nRS Score: 27.16
240,2026-05-07 12:06:46,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*INDIAGLYCO.NS*\nPrice: ₹1,140.30\nRS Score: 26.37"
241,2026-05-07 12:06:46,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HUDCO.NS*\nPrice: ₹228.01\nRS Score: 24.29
242,2026-05-08 11:47:57,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*NUVAMA.NS*\nPrice: ₹1,631.50\nRS Score: 31.61"
243,2026-05-08 11:47:57,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*CRAFTSMAN.NS*\nPrice: ₹8,981.50\nRS Score: 25.33"
244,2026-05-08 11:47:57,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*IIFLCAPS.NS*\nPrice: ₹356.30\nRS Score: 24.83
245,2026-05-08 11:47:57,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TVSSCS.NS*\nPrice: ₹125.29\nRS Score: 24.41
246,2026-05-08 11:47:57,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*DEEPAKNTR.NS*\nPrice: ₹1,875.90\nRS Score: 23.74"
247,2026-05-11 12:54:14,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*EMBDL.NS*\nPrice: ₹72.81\nRS Score: 31.97
248,2026-05-11 12:54:14,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*RADICO.NS*\nPrice: ₹3,489.70\nRS Score: 28.68"
249,2026-05-11 12:54:14,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HEMIPROP.NS*\nPrice: ₹156.66\nRS Score: 25.28
250,2026-05-11 12:54:14,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*PPLPHARMA.NS*\nPrice: ₹184.15\nRS Score: 24.8
251,2026-05-11 12:54:14,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*IDEA.NS*\nPrice: ₹12.18\nRS Score: 24.76
252,2026-05-12 12:17:59,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*LAURUSLABS.NS*\nPrice: ₹1,268.00\nRS Score: 26.18"
253,2026-05-12 12:17:59,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*THYROCARE.NS*\nPrice: ₹475.00\nRS Score: 22.84
254,2026-05-12 12:17:59,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*POLYCAB.NS*\nPrice: ₹9,021.50\nRS Score: 21.89"
255,2026-05-12 12:17:59,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*KIMS.NS*\nPrice: ₹750.10\nRS Score: 21.85
256,2026-05-12 12:17:59,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*ORCHPHARMA.NS*\nPrice: ₹708.65\nRS Score: 20.87
257,2026-05-13 12:26:01,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*V2RETAIL.NS*\nPrice: ₹237.79\nRS Score: 25.65
258,2026-05-13 12:26:01,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*GRAPHITE.NS*\nPrice: ₹749.20\nRS Score: 22.82
259,2026-05-13 12:26:01,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*BIOCON.NS*\nPrice: ₹417.60\nRS Score: 22.39
260,2026-05-13 12:26:01,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*CROMPTON.NS*\nPrice: ₹284.80\nRS Score: 21.62
261,2026-05-13 12:26:01,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HINDZINC.NS*\nPrice: ₹667.10\nRS Score: 20.69
262,2026-05-14 12:09:03,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*MANKIND.NS*\nPrice: ₹2,462.20\nRS Score: 21.14"
263,2026-05-14 12:09:03,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ALKYLAMINE.NS*\nPrice: ₹1,750.00\nRS Score: 20.63"
264,2026-05-14 12:09:03,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*SOLARINDS.NS*\nPrice: ₹16,665.00\nRS Score: 19.96"
265,2026-05-14 12:09:03,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*CAPLIPOINT.NS*\nPrice: ₹2,023.80\nRS Score: 18.86"
266,2026-05-14 12:09:03,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ADANIPORTS.NS*\nPrice: ₹1,773.40\nRS Score: 18.01"
267,2026-05-15 12:10:31,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SAREGAMA.NS*\nPrice: ₹415.75\nRS Score: 24.37
268,2026-05-15 12:10:31,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*REFEX.NS*\nPrice: ₹277.80\nRS Score: 19.67
269,2026-05-15 12:10:31,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*BERGEPAINT.NS*\nPrice: ₹533.45\nRS Score: 18.24
270,2026-05-15 12:10:31,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*MARKSANS.NS*\nPrice: ₹207.45\nRS Score: 17.31
271,2026-05-15 12:10:31,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*NAZARA.NS*\nPrice: ₹299.95\nRS Score: 16.78
272,2026-05-18 14:02:23,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*GLAND.NS*\nPrice: ₹2,156.60\nRS Score: 22.12"
273,2026-05-18 14:02:23,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*LALPATHLAB.NS*\nPrice: ₹1,646.30\nRS Score: 19.01"
274,2026-05-18 14:02:23,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*AJANTPHARM.NS*\nPrice: ₹3,214.10\nRS Score: 17.02"
275,2026-05-18 14:02:23,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*SUNPHARMA.NS*\nPrice: ₹1,905.80\nRS Score: 16.32"
276,2026-05-18 14:02:23,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*EASEMYTRIP.NS*\nPrice: ₹8.23\nRS Score: 15.5
277,2026-05-19 13:34:21,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*RATEGAIN.NS*\nPrice: ₹673.60\nRS Score: 22.2
278,2026-05-19 13:34:21,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*GNFC.NS*\nPrice: ₹545.95\nRS Score: 19.82
279,2026-05-19 13:34:21,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*POLICYBZR.NS*\nPrice: ₹1,804.80\nRS Score: 18.55"
280,2026-05-19 13:34:21,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*AJAXENGG.NS*\nPrice: ₹568.00\nRS Score: 18.13
281,2026-05-19 13:34:21,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*FLUOROCHEM.NS*\nPrice: ₹3,748.10\nRS Score: 16.85"
282,2026-05-20 12:40:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*VIYASH.NS*\nPrice: ₹251.69\nRS Score: 21.71
283,2026-05-20 12:40:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*DCAL.NS*\nPrice: ₹211.20\nRS Score: 20.2
284,2026-05-20 12:40:29,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*TATATECH.NS*\nPrice: ₹674.45\nRS Score: 17.83
285,2026-05-20 12:40:29,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ZYDUSLIFE.NS*\nPrice: ₹1,040.85\nRS Score: 17.82"
286,2026-05-20 12:40:29,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*TATACOMM.NS*\nPrice: ₹1,775.60\nRS Score: 17.59"
287,2026-05-21 13:33:23,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*POLYPLEX.NS*\nPrice: ₹983.85\nRS Score: 18.99
288,2026-05-21 13:33:23,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*NAVINFLUOR.NS*\nPrice: ₹7,118.50\nRS Score: 17.43"
289,2026-05-21 13:33:23,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*DATAMATICS.NS*\nPrice: ₹809.45\nRS Score: 16.72
290,2026-05-21 13:33:23,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*JUBLINGREA.NS*\nPrice: ₹748.30\nRS Score: 16.12
291,2026-05-21 13:33:23,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*HINDALCO.NS*\nPrice: ₹1,099.30\nRS Score: 16.02"
292,2026-05-22 12:36:58,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SUPRIYA.NS*\nPrice: ₹774.10\nRS Score: 20.23
293,2026-05-22 12:36:58,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*FSL.NS*\nPrice: ₹268.60\nRS Score: 18.88
294,2026-05-22 12:36:58,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*VBL.NS*\nPrice: ₹539.45\nRS Score: 18.05
295,2026-05-22 12:36:58,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*HCG.NS*\nPrice: ₹654.30\nRS Score: 17.26
296,2026-05-22 12:36:58,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*POLYMED.NS*\nPrice: ₹1,598.20\nRS Score: 17.1"
297,2026-05-25 13:44:52,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*RAIN.NS*\nPrice: ₹178.98\nRS Score: 31.61
298,2026-05-25 13:44:52,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*ENDURANCE.NS*\nPrice: ₹2,801.20\nRS Score: 19.48"
299,2026-05-25 13:44:52,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SAMMAANCAP.NS*\nPrice: ₹168.56\nRS Score: 18.95
300,2026-05-25 13:44:52,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*SUDARSCHEM.NS*\nPrice: ₹1,043.95\nRS Score: 18.27"
301,2026-05-25 13:44:52,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*SFL.NS*\nPrice: ₹635.05\nRS Score: 18.14
302,2026-05-26 12:50:47,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*JINDWORLD.NS*\nPrice: ₹30.15\nRS Score: 17.47
303,2026-05-26 12:50:47,SYSTEM,BUY_ALERT,"🟢 *NEW BUY SIGNAL* 🟢\n*HONAUT.NS*\nPrice: ₹35,570.00\nRS Score: 17.08"
304,2026-05-26 12:50:47,SYSTEM,BUY_ALERT,🟢 *NEW BUY SIGNAL* 🟢\n*METROPOLIS.NS*\nPrice: ₹540.85\nRS Score: 15.95
